gene,log2FC,meanA,meanB,pval,-log10p,qval,sig_type,score
BGENE_258,-0.009281512,2.1955438,2.2097142,0.3855871618760057,0.4138774343626359,0.8616472891083926,ns,0.003841408518358546
BGENE_1105,0.036146946,0.3501283,0.34146473,0.7879218798297016,0.10351683941491177,0.9697500059442482,ns,0.0037418176304448306
BGENE_176,-0.034423627,1.5770619,1.6151441,0.7791124634078315,0.10839984821687662,0.9738905792597894,ns,0.003731515937465091
BGENE_849,0.03219929,1.6309912,1.5949925,0.7659082890806628,0.11582323027695973,0.9684825573201216,ns,0.00372942573985462
BGENE_1170,0.022070596,1.1542684,1.1367445,0.6792551680572138,0.16796704860356934,0.9445031305546425,ns,0.0037071328701333292
BGENE_977,-0.023067098,0.9656422,0.9812059,0.6911615023021045,0.16042046005952618,0.9467965784960336,ns,0.003700434491191088
BGENE_1092,-0.047394708,1.6213444,1.6754926,0.835938058946505,0.0778259015733633,0.9692035466046435,ns,0.0036885358642600057
HLA-DQA1,0.033629682,0.89352965,0.87294203,0.7791608882257938,0.10837285599344815,0.9729376335805957,ns,0.003644544675284616
BGENE_211,-0.044217173,0.8560521,0.8826955,0.8277396024314545,0.08210626588849511,0.9719055997238213,ns,0.0036305069640057515
BGENE_1193,0.009842966,3.6890745,3.663991,0.42896122322890207,0.3675819649221691,0.8709872552871107,ns,0.0036180966917400068
BGENE_1121,0.06508212,0.21315947,0.20375717,0.8799502098282289,0.05554190081415526,0.9777224553646988,ns,0.003614784538018613
BGENE_123,-0.037279762,1.1052521,1.1341845,0.8002332110017651,0.09678342864371946,0.9729279161115686,ns,0.003608063217094972
BGENE_717,0.020485593,1.5474195,1.5256021,0.6667722880917218,0.1760224583025542,0.9435456906958327,ns,0.00360592444070434
BGENE_756,0.026391903,0.81170505,0.79699117,0.7324850941378673,0.13520120865240456,0.9523099815443562,ns,0.0035682171759201394
BGENE_277,-0.02229323,2.2054355,2.2397797,0.6923407244368189,0.15968012183647695,0.9462515595947412,ns,0.0035597857653544736
BGENE_368,0.07952173,0.19001766,0.17982721,0.9027440564622142,0.044435362224492854,0.9812435396328415,ns,0.0035335769013604148
BGENE_486,0.047606386,0.41560307,0.4021127,0.8456799124329578,0.07279398515087875,0.9674126738985218,ns,0.003465458573354356
BGENE_739,0.030563252,0.6083734,0.59562063,0.7780023783456745,0.10901907537429086,0.9745332505373794,ns,0.0033319774785631044
S100A8,-0.025691062,2.0019953,2.0379655,0.742653028203476,0.12921404375256612,0.9562056157126301,ns,0.00331964603671002
BGENE_569,0.018894942,1.1421926,1.1273309,0.6676047233752456,0.1754805993017358,0.9436109164314426,ns,0.0033156958296964066
BGENE_1125,-0.034196254,1.2032406,1.2321018,0.8003767297850413,0.09670554656363856,0.972117485568876,ns,0.003306967420536335
BGENE_566,-0.014481055,1.2287766,1.2411726,0.594304882064854,0.225990702107401,0.939612461762615,ns,0.0032725837005931854
BGENE_1011,-0.047650743,0.33967498,0.35108146,0.8549443310369679,0.06806216306196104,0.9706085120571064,ns,0.0032432126588666436
BGENE_337,0.033922005,1.1706394,1.1434352,0.8028173803794778,0.09538323394091279,0.9740959114816719,ns,0.003235590581082946
BGENE_753,0.024563117,0.6764784,0.66505826,0.7392979025309884,0.13118052594168172,0.9549596157558514,ns,0.0032222026006323134
BGENE_554,-0.029376144,0.8898294,0.90813386,0.7791608882257938,0.10837285599344815,0.971926263899119,ns,0.0031835765788802905
BGENE_1165,-0.017998518,2.3981493,2.428255,0.6659934911003594,0.1765300152636486,0.9457895731602738,ns,0.003177278731802143
BGENE_76,0.015173582,1.7157886,1.6978374,0.6188189332316698,0.20843640720239015,0.9364220931626782,ns,0.0031627269915389025
BGENE_985,-0.008476943,1.5351014,1.5441478,0.4264081512983031,0.37017450184725126,0.871703205379836,ns,0.0031379480698981973
BGENE_785,-0.042256556,1.4817368,1.5257788,0.8445158292072952,0.07339220580528248,0.9688518117100902,ns,0.003101301887697862
BGENE_7,0.024931664,0.9679897,0.9514052,0.7527044280113402,0.12337552908963517,0.961922591707783,ns,0.003075957193569726
BGENE_424,0.009997714,3.2081304,3.185975,0.49251903890087034,0.30757697667952,0.8847647405404856,ns,0.0030750667414474178
BGENE_350,0.028725924,0.30589738,0.2998668,0.7819064874312838,0.10684518353988713,0.973327577715291,ns,0.0030692266189640003
BGENE_298,0.0092275655,1.7397598,1.7286677,0.4650268704314964,0.332521951748827,0.8871736796785304,ns,0.0030683680865282825
BGENE_1087,-0.025516527,0.6100099,0.62089497,0.7601549749137508,0.11909785786578017,0.9683502865143323,ns,0.0030389636789072486
BGENE_1010,-0.0139207505,2.052834,2.072738,0.6130678058794174,0.21249148944449076,0.9383690906317614,ns,0.002958041001336389
BGENE_525,-0.029092442,0.76344675,0.7789982,0.7917192690223298,0.10142878498547113,0.9664935125399753,ns,0.00295081106909846
BGENE_314,-0.034703974,0.34558865,0.3540026,0.8263046089682994,0.08285982482564785,0.9749906890481409,ns,0.0028755651799395655
BGENE_509,-0.03102698,0.7255377,0.74131036,0.8087556579378616,0.09218266805109841,0.9714782677932272,ns,0.0028601497895192635
BGENE_867,0.030538332,0.5129694,0.50222516,0.8108591221145285,0.09105459314133238,0.9730309465374342,ns,0.0027806553697294935
BGENE_848,-0.019733576,2.6523197,2.688848,0.7230968894840617,0.14080350664868846,0.9514432756369232,ns,0.0027785567141682876
BGENE_1067,0.019934764,1.0062567,0.99244803,0.7261019955394306,0.1390023696736371,0.9512253216673763,ns,0.002770979453219632
BGENE_1025,-0.009950845,1.700163,1.7119303,0.5278167292574258,0.27751684884684136,0.910028843547286,ns,0.0027615270287070586
BGENE_743,-0.0075636394,3.4310033,3.4490383,0.4359968456843437,0.3605166527195771,0.873449440436081,ns,0.0027268179704716083
BGENE_834,0.028853543,1.3214587,1.2952924,0.8065458536557322,0.09337093711125664,0.9707673263659766,ns,0.0026940823584829855
BGENE_91,-0.01925846,1.3963897,1.415155,0.7249962785271402,0.13966422269697268,0.9528976278560441,ns,0.002689717850425036
BGENE_519,-0.031673957,0.63787794,0.65203726,0.8225294294844867,0.08484855437000426,0.9753313393096681,ns,0.0026874894339842014
BGENE_1192,0.01728996,1.2370698,1.2223327,0.699763905728602,0.15504846246352502,0.9499057543827177,ns,0.0026807818314117087
BGENE_968,0.0066657593,2.603199,2.5911992,0.3971947973158443,0.4009964487763995,0.8587995617639876,ns,0.0026729457893514483
BGENE_543,-0.014861286,1.8792734,1.898732,0.6620291589899762,0.17912288169389923,0.9446313802472907,ns,0.002661996317840909
BGENE_1145,-0.01124572,2.7741976,2.7959068,0.5798210344402206,0.23670603359016965,0.9364538914243132,ns,0.002661929797009843
BGENE_707,0.005685193,1.6415073,1.6350513,0.3458362548104186,0.46112948058560044,0.8250566715159091,ns,0.0026216100944265876
BGENE_884,-0.0139114605,1.6990837,1.7155467,0.6480239274893308,0.18840895804185775,0.939165112303378,ns,0.0026210437825982726
BGENE_626,-0.016927335,2.5713575,2.6017053,0.7014796314426753,0.15398493487151182,0.9500852796063323,ns,0.0026065546408588366
BGENE_1022,0.019181952,0.96089274,0.9482013,0.7371156019644418,0.1324643963225008,0.9531667266781575,ns,0.0025409256761317325
BGENE_642,0.0062012463,2.1312556,2.1221144,0.3982666200835968,0.39982609158462074,0.8595682447847414,ns,0.002479420066154219
BGENE_631,0.017186128,1.5585208,1.540065,0.718161724040906,0.14377774524280054,0.952258639612251,ns,0.002470982676222167
BGENE_381,-0.008119923,2.5490732,2.5634606,0.49630848255820037,0.30424830208106246,0.8875859598656342,ns,0.0024704728048317707
BGENE_220,0.013154988,1.0153761,1.0061597,0.6575826870623163,0.18204962948911346,0.9405235095051007,ns,0.0023948607235784888
BGENE_474,-0.015226061,1.4561912,1.4716411,0.7024353429531724,0.15339364507549794,0.948169191837803,ns,0.002335581066864878
CXCL8,-0.02792716,0.9141408,0.9320088,0.8269003571715454,0.08254682048102975,0.9728239496135828,ns,0.002305298284779887
BGENE_788,0.024162006,0.4112833,0.40445256,0.8038071043789077,0.09484815965316293,0.9723473036841626,ns,0.0022917217678303865
BGENE_1096,-0.029322434,2.4004617,2.4497497,0.836531448207906,0.07751772771242509,0.9680209622463715,ns,0.002273008471478573
BGENE_55,-0.026967732,1.0481198,1.0678961,0.8257599667972378,0.08314617573655397,0.9762679410410693,ns,0.0022422638036932686
BGENE_877,0.025789604,1.5095385,1.4827937,0.819523361797686,0.08643866167223913,0.974656128996257,ns,0.0022292188194606103
BGENE_678,-0.010289524,2.8464642,2.8668382,0.6102983018060609,0.21445783849381334,0.9365191332062315,ns,0.0022066690226723346
BGENE_692,-0.018759891,1.0348442,1.0483885,0.7644092890035682,0.1166740440941563,0.9696523750573804,ns,0.0021887923953318377
BGENE_723,-0.010099434,1.4805396,1.4909403,0.609309277112371,0.21516220942183217,0.9386022240498655,ns,0.0021730165965660395
BGENE_502,-0.020455398,2.1441567,2.1747744,0.7853584005184203,0.10493210650813935,0.9705768080557202,ns,0.002146427966502658
BGENE_945,0.025629614,0.5181759,0.50905174,0.8253516279530738,0.08336098775888676,0.9767474887018625,ns,0.002136509901282943
BGENE_307,0.008795329,2.1470082,2.1339588,0.5720635117869551,0.24255575217305925,0.9352536977443409,ns,0.0021333577308542398
MNDA,-0.0066160993,1.313822,1.3198609,0.47843795024819347,0.3201743789157766,0.8805606446285769,ns,0.0021183054752331653
BGENE_468,-0.030895986,0.6120519,0.62530065,0.8540484618913342,0.06851748512499639,0.971429530113366,ns,0.002116915238082399
BGENE_1071,0.008872078,4.187562,4.161889,0.5779971886139723,0.23807427398848086,0.9385610640551648,ns,0.002112213481083716
BGENE_712,0.040747065,0.44287837,0.43054482,0.8880823048025155,0.05154678324711074,0.9750217436075194,ns,0.002100380132515794
BGENE_586,0.012468367,1.9754909,1.9584916,0.6815481806922422,0.16650343715998137,0.946594695405892,ns,0.002076025941906924
BGENE_1088,0.031018978,1.9854083,1.9431763,0.8573981097458362,0.06681747828731482,0.9679000298165601,ns,0.0020726098879931374
BGENE_548,-0.030015618,1.3816015,1.4106472,0.8532230655449465,0.0689374125949823,0.9732582496710417,ns,0.002069199015406507
BGENE_13,0.008871224,2.2610013,2.247141,0.5862175930714275,0.23194115201974588,0.9354536059650439,ns,0.002057601862785868
BGENE_180,-0.013593891,1.6935785,1.7096118,0.7063285859937527,0.1509932169569267,0.9480920617365809,ns,0.00205258528839022
BGENE_1131,-0.02488193,2.0563722,2.0921457,0.8295000405979496,0.08118358838408699,0.9720703600757221,ns,0.0020200042950596167
BGENE_896,-0.018334998,3.018115,3.0567167,0.7779514502153372,0.10904750527443452,0.9754877118687614,ns,0.0019993857712513555
BGENE_639,-0.009637262,1.5503689,1.5607601,0.6243512874812612,0.2045709883824519,0.9376990550406927,ns,0.001971504159628799
BGENE_506,-0.024185348,0.7524716,0.7651924,0.8294489714755297,0.08121032704562293,0.9729606703525275,ns,0.0019641000453279483
BGENE_763,-0.042651176,0.15878014,0.16354436,0.901430999065012,0.045067511173635395,0.9824861025231738,ns,0.0019221823713479003
NKG7,0.007185056,1.9492975,1.9396136,0.5444794533363193,0.26401850428473944,0.9176620000050326,ns,0.0018969877051318203
BGENE_375,0.01589719,1.6008333,1.5832903,0.7637986554066284,0.11702111049529548,0.9709304941609683,ns,0.0018603068507602582
BGENE_876,-0.02222232,1.1208029,1.1382006,0.8265380178532765,0.08273716560836772,0.9743080760549429,ns,0.0018386117384255798
BGENE_752,0.00979975,2.2581887,2.2429016,0.6495907562525729,0.18736016378083276,0.9403002503052925,ns,0.0018360826882790758
BGENE_836,-0.022094654,1.7025151,1.7287896,0.8260695798344289,0.08298337051802979,0.9756727320879082,ns,0.0018334888526561621
BGENE_207,-0.021700466,2.2338233,2.2676775,0.8276856145954976,0.08213459289356079,0.9727940622082244,ns,0.0017823589447567296
BGENE_275,-0.015026023,1.2785623,1.2919484,0.7640597991514194,0.11687265003010988,0.9702346655891041,ns,0.0017561310900362627
BGENE_581,0.0072492273,4.1085835,4.0879903,0.5729953301588675,0.24184891746454637,0.9329639025653201,ns,0.0017532177651181442
BGENE_6,-0.011838539,2.7954674,2.818501,0.7188571088586619,0.14335742811708227,0.951078865083125,ns,0.0016971424423743479
BGENE_1039,-0.053897955,1.0986571,1.1404785,0.9304231230698705,0.03131950496827664,0.9880599537025174,ns,0.0016880572544806917
BGENE_84,0.016013192,1.5639931,1.5467296,0.7846610155645278,0.10531792397517761,0.9707146584303437,ns,0.0016864761390151634
BGENE_964,-0.040613525,1.7273333,1.7766507,0.9100052738673968,0.04095609075047589,0.9820200797130183,ns,0.0016633711998599423
BGENE_762,-0.021039361,1.6871871,1.7119722,0.8338648089384304,0.0789043540279827,0.9686716076729105,ns,0.0016600971994532464
BGENE_885,0.0112960255,1.7916116,1.7776384,0.7130941834645209,0.14685310597196471,0.9497369813067982,ns,0.0016588564264872574
BGENE_276,0.021622369,2.8597698,2.8172286,0.8396620428089181,0.07589547879134033,0.9688408186256747,ns,0.0016410400528580876
BGENE_518,-0.0073188525,1.717115,1.7258482,0.5973682816806167,0.2237578407489365,0.9395045059197118,ns,0.0016376506252961988
BGENE_510,0.007919693,1.8555466,1.8453885,0.621714742110772,0.20640883451144498,0.9349093866327399,ns,0.0016346946773007343
BGENE_724,0.016997475,0.4169889,0.41210487,0.8043094625938734,0.0945768218505732,0.9709973391475333,ns,0.0016075671817293636
BGENE_496,0.016206225,1.5356413,1.5184876,0.7959857815199303,0.09909468987864535,0.9697288708872247,ns,0.001605950878164406
BGENE_214,0.004502695,3.308883,3.298572,0.44032893177886234,0.3562227783171851,0.8762764811519648,ns,0.0016039625419853262
BGENE_773,0.02049475,0.8225858,0.8109828,0.8362233525037157,0.07767770844084278,0.9685984778035317,ns,0.0015919851971685673
BGENE_1138,-0.021014756,1.356812,1.3767204,0.8415570289578468,0.07491644828888223,0.9700945578764805,ns,0.0015743508505928485
BGENE_751,0.009078545,5.0525174,5.020823,0.6718204557944674,0.17274677676197905,0.9418043772819636,ns,0.0015682893112151603
BGENE_983,-0.015609705,0.71333724,0.72109735,0.7976031144810192,0.09821315885979112,0.9707137295915041,ns,0.0015330784260528861
BGENE_507,0.0038664876,2.753173,2.7458043,0.4014861524436072,0.39632942926709425,0.8587939089702827,ns,0.0015324028429341005
BGENE_936,0.014955562,1.493871,1.4784648,0.7906110063699952,0.10203714398687252,0.9680951098408104,ns,0.0015260227932078034
BGENE_221,-0.03889603,1.3054572,1.341132,0.9146735677192623,0.03873387099644034,0.9817605378024282,ns,0.0015065938732783768
BGENE_444,0.021127906,0.61393815,0.6050127,0.8502911975501494,0.07043231683687463,0.9717613686287422,ns,0.0014880873481246863
BGENE_1070,-0.012805219,0.61397004,0.61944383,0.765329294288264,0.11615166298799633,0.9687712585927392,ns,0.0014873474595153635
BGENE_419,0.012802002,2.213281,2.193728,0.7725861825174504,0.11205306335413735,0.9718065188898747,ns,0.0014345035434270492
BGENE_212,0.0065678353,2.8251638,2.8123317,0.6061006468864196,0.21745525247068198,0.9409065669646877,ns,0.0014282102925107054
BGENE_1026,-0.032087322,1.2476305,1.2756902,0.9030063522857786,0.044309194589088094,0.9806403825727913,ns,0.0014217634087196986
BGENE_529,0.009522313,1.8262882,1.8142737,0.7100963819579211,0.14868270013778223,0.9499617149938744,ns,0.0014158032458787366
BGENE_532,-0.010645349,2.861916,2.8831117,0.736628842241808,0.13275128061926036,0.953564844325965,ns,0.0014131836564597175
BGENE_278,0.004190285,2.2160017,2.2095747,0.4604902950392983,0.3367795182473574,0.8827290000753322,ns,0.0014112022392151898
BGENE_711,0.017917389,1.1361406,1.1221176,0.8345648991257061,0.07853988518456234,0.9685472717126182,ns,0.0014072296788040365
BGENE_371,-0.018730534,1.0309757,1.0444481,0.8415637058973737,0.07491300259668378,0.969171254392369,ns,0.0014031605602036004
BGENE_796,0.015923725,0.7473117,0.7391086,0.8185979918254145,0.08692932509535584,0.9754891660282993,ns,0.001384238705598415
BGENE_130,0.021632535,1.5094862,1.487021,0.8688250343569839,0.06106767379751947,0.9725653369667729,ns,0.001321048614188771
BGENE_42,-0.030888606,2.186707,2.23403,0.906856800992818,0.04246128565052705,0.9803857308030465,ns,0.0013115699168892694
BGENE_881,0.005516275,2.5916908,2.5818,0.5795926200590655,0.23687715302838122,0.9373465553515885,ns,0.0013066794775710613
BGENE_550,-0.016974755,1.1440282,1.1575683,0.8381964216484845,0.07665419754850554,0.9690132042179012,ns,0.0013011861948618911
BGENE_158,0.04011226,0.48595417,0.47262892,0.9286553566424773,0.03214543183954929,0.9879312304707206,ns,0.0012894259431966936
BGENE_454,0.0100942105,2.0204525,2.0063653,0.7456698869083755,0.1274533950796469,0.9559870344979174,ns,0.00128654139957277
BGENE_459,-0.010528492,1.1207403,1.1289492,0.7575496339527581,0.12058890731988049,0.9660569189620719,ns,0.0012696193230898913
BGENE_844,-0.0047019203,2.2173252,2.2245636,0.5383268777876411,0.26895393602408624,0.91760263259257,ns,0.0012645999767604275
CX3CR1,0.008117061,1.4313926,1.4233617,0.7024884751253853,0.15336079630616592,0.9471754720791711,ns,0.0012448389552424813
BGENE_110,0.0123133715,1.1916133,1.1814862,0.7943180318799581,0.10000557838341055,0.9686805266828757,ns,0.0012314058411289131
BGENE_767,-0.039267376,1.2211869,1.2548817,0.9321607826998555,0.0305091723917617,0.9881563067489634,ns,0.001198015145746978
BGENE_863,0.013156522,1.2428737,1.231591,0.8109780917780105,0.09099087790775132,0.9722015086249877,ns,0.0011971234929435456
BGENE_731,-0.043209285,1.2961441,1.3355514,0.9382785295590989,0.0276682214347676,0.9859319049657781,ns,0.0011955240528010267
BGENE_285,-0.025517752,1.299105,1.3222874,0.8989780639954743,0.0462509053768381,0.9824896874267479,ns,0.0011802191514081854
BGENE_54,-0.009480497,1.4524525,1.4620286,0.7526554318310241,0.12340379976606379,0.9628854138563208,ns,0.0011699293372420794
BGENE_446,0.02166303,0.5795763,0.5709386,0.8844542819603168,0.053324611149408514,0.9755010462797612,ns,0.0011551726835687078
BGENE_928,0.0053951424,1.9246548,1.9174707,0.6116296825944338,0.21351144629084215,0.9373634982290174,ns,0.0011519246485534923
BGENE_905,0.03518773,1.2429341,1.2129853,0.9284362586889482,0.03224790716372817,0.9885745434132545,ns,0.0011347306085175066
BGENE_132,0.012962399,3.5230818,3.4915693,0.8178394417135052,0.0873319486783812,0.9765247065235882,ns,0.001132031568635118
BGENE_1106,0.011889053,0.8203291,0.81359667,0.8032903894444474,0.09512742889892839,0.9727027924655266,ns,0.0011309750037243214
BGENE_442,0.010938146,2.5930464,2.573461,0.7897330066512445,0.102519710401598,0.9689975541733061,ns,0.0011213755757926182
BGENE_1030,-0.026452042,1.0039846,1.0225626,0.9079694987214443,0.0419287404210511,0.9807051291320731,ns,0.0011091008094347389
BGENE_1126,0.0067265304,2.8278177,2.814664,0.6862237105686284,0.1635342801719797,0.9476046636160576,ns,0.001100018303837714
BGENE_1018,-0.020319428,0.9580397,0.97162855,0.8829028905576364,0.05408706133094053,0.9746858037434808,ns,0.0010990181643957468
BGENE_430,-0.014524832,0.85359794,0.86223525,0.8443278557543226,0.07348888240647931,0.9695630879475474,ns,0.0010674136978582095
BGENE_102,0.019300746,0.8849381,0.87317806,0.8806048480861016,0.055218927903013706,0.9757394438627166,ns,0.0010657664908121883
BGENE_808,0.0048210365,3.1788995,3.1682944,0.6021480687806862,0.22029670218509914,0.9408563574698222,ns,0.001062058436918279
BGENE_244,-0.012374877,1.9244615,1.9410398,0.8219616498853739,0.08514844478561473,0.9765880988737116,ns,0.0010537015308240496
BGENE_173,-0.0101507,1.2978953,1.3070594,0.790326473908069,0.10219347006682526,0.9687352080589201,ns,0.0010373352439607623
BGENE_593,-0.024291947,0.8471335,0.86151826,0.9065456262425082,0.04261033307239425,0.9809330491352659,ns,0.0010350879732710491
BGENE_596,-0.0075825704,1.0709299,1.0765734,0.7323710798128144,0.13526881364081086,0.9531944639646173,ns,0.0010256853058953803
BGENE_128,0.021443617,0.46830988,0.4614006,0.897502380005652,0.04696439108173119,0.9817710629049976,ns,0.001007086396154837
BGENE_301,0.009596974,2.138936,2.124755,0.7856220893327056,0.10478631399346588,0.9699038139909946,ns,0.001005631495073136
BGENE_812,0.01362289,0.38162994,0.3780433,0.8441956625559244,0.0735568835638268,0.9703398420183039,ns,0.0010020573501966137
BGENE_963,0.0047048167,1.3925314,1.3879976,0.6166102603792786,0.20998925290009013,0.9354390802214086,ns,0.0009879609507011994
BGENE_152,0.0052022,3.4279566,3.415618,0.6474437346759868,0.18879796744978264,0.9405962247108767,ns,0.0009821647481446723
BGENE_1139,-0.006537058,1.6608251,1.6683676,0.7115594391079321,0.14778881589117543,0.9508589386742967,ns,0.0009661040501500928
BGENE_555,0.0028980905,3.4080164,3.4011774,0.4656106029960515,0.3319771383877097,0.8854718282016828,ns,0.0009620997972898311
FPR1,0.018082485,2.0494149,2.023888,0.8865461957927377,0.052298629431187814,0.9751195554090608,ns,0.0009456891614436992
BGENE_435,-0.023671439,0.88906634,0.9037743,0.9125223745943833,0.039756478056425175,0.9820868605500089,ns,0.0009410930418882998
BGENE_291,0.01668997,1.7436749,1.7236192,0.8791609206851831,0.05593162484751284,0.9777507922356068,ns,0.0009334970975053222
BGENE_781,-0.013774891,1.147871,1.1588835,0.8623406477125932,0.06432114229873657,0.968015694345287,ns,0.0008860167488564273
BGENE_899,-0.009035137,1.0896796,1.0965253,0.8029725206908056,0.09529931688389912,0.9733000250797644,ns,0.0008610423412311137
BGENE_1120,0.015342395,0.34522623,0.34157434,0.8807239517156382,0.05516019264680594,0.9749711642608542,ns,0.0008462894540087924
BGENE_1107,-0.008987805,1.7006643,1.7112923,0.8052586704681776,0.09406459030061795,0.9711662357405157,ns,0.00084543418324787
BGENE_652,-0.009423023,1.8173931,1.8293023,0.8162468453416515,0.08817848418959316,0.9755938390537667,ns,0.0008309078925391468
BGENE_451,-0.01818434,1.4221054,1.4401437,0.9011994341195632,0.0451790896499692,0.9831266554031599,ns,0.0008215519102618923
BGENE_448,-0.013125131,1.0968232,1.1068473,0.8661968204006594,0.06238341479341123,0.9705286503088622,ns,0.0008187904855705556
BGENE_546,-0.0031663189,2.0602179,2.0647445,0.5513803916787481,0.2585486824397799,0.922812371010457,ns,0.0008186475723021716
BGENE_1189,-0.011137827,1.294657,1.3046906,0.8451756749544865,0.07305301089215913,0.967758406436435,ns,0.0008136518190279377
BGENE_145,0.01221259,0.54690224,0.5422922,0.8613812118899149,0.0648046051314886,0.9678440583032752,ns,0.000791432092960437
BGENE_359,0.004826179,1.3105636,1.3061868,0.688880809665632,0.161855913335246,0.9480011142187597,ns,0.00078114557342341
BGENE_1169,0.027122734,1.2463924,1.223179,0.9361338152009063,0.028662066807273533,0.9871358332522737,ns,0.0007773936171865099
BGENE_353,-0.005125751,2.5343368,2.5433571,0.705439788022861,0.1515400490185969,0.9479594015984695,ns,0.000776756525603374
BGENE_757,0.005991627,2.28756,2.2780793,0.7426582695477884,0.12921097868881004,0.9551874849489239,ns,0.0007741839881621312
BGENE_542,0.013737031,0.45684388,0.45251456,0.8801253927222329,0.05545544888637357,0.9761094928527536,ns,0.0007617932348141748
BGENE_1073,-0.020677736,0.9097864,0.92292005,0.9199540056019471,0.03623388527684311,0.9865458505114715,ns,0.0007492347150606783
BGENE_714,0.00819966,1.5043304,1.4958047,0.8146073687722197,0.08905166569288984,0.9755776871523589,ns,0.0007301933906878275
BGENE_1198,0.07387074,0.13899268,0.13205488,0.9778052870939861,0.009747618790800862,0.9969127820839281,ns,0.0007200638214136446
BGENE_1136,0.01788104,0.40097016,0.39603114,0.91177805730672,0.04011086366430151,0.9830491183899948,ns,0.0007172239387653736
BGENE_703,-0.020565994,2.4746819,2.5102117,0.9229935059405716,0.0348013546014949,0.9871588298829642,ns,0.0007157244528454022
BGENE_1182,0.012823821,3.1615696,3.1335917,0.8815579893875838,0.05474911428616345,0.9749950113042402,ns,0.0007020928440031054
BGENE_774,0.010202312,1.1582067,1.150045,0.8563654079031413,0.06734088395139942,0.9685565405125066,ns,0.0006870327024136798
BGENE_931,-0.048947714,0.10164771,0.10515562,0.9687265601760464,0.013798792779162688,0.992717226482712,ns,0.0006754193662138204
BGENE_458,0.003601118,3.6742768,3.665117,0.6544058446973906,0.18415283050346654,0.942721504966229,ns,0.0006631560710032186
BGENE_871,-0.0061962353,1.0607959,1.0653617,0.7827365717785892,0.10638437417733122,0.971338041503937,ns,0.0006591826153439753
BGENE_758,-0.009948506,1.317317,1.3264323,0.8596740211746029,0.06566619717821424,0.9677381101402659,ns,0.0006532805579385964
BGENE_660,0.020188328,2.6015296,2.5653787,0.9282896420358017,0.03231649542818244,0.9892962437326482,ns,0.0006524160055950964
BGENE_481,-0.0061165257,2.8137677,2.8257225,0.7863986972972666,0.10435721460251955,0.9688690315777413,ns,0.0006383035888229144
BGENE_341,0.026913602,0.7928484,0.77819484,0.9475193537200244,0.023411910512429114,0.986999326791692,ns,0.0006300988393695185
BGENE_603,0.009212698,0.5334999,0.5301039,0.8545985951031153,0.0682378254662435,0.9711347671626309,ns,0.0006286544683797129
BGENE_296,-0.009370572,1.2991834,1.3076493,0.8568916848239007,0.06707407149132212,0.9682391918914133,ns,0.0006285224117946806
BGENE_1133,-0.014572867,1.801227,1.8195137,0.9057850387936364,0.042974857005929214,0.9818808008603104,ns,0.000626266883756692
BGENE_294,0.04495153,0.35338968,0.3425485,0.9695860310731712,0.013413650058503652,0.991903868105546,ns,0.0006029640703556658
BGENE_828,-0.01079531,0.7933224,0.7992809,0.8820714492704275,0.05449623486012281,0.9746645848292016,ns,0.0005883037567585622
BGENE_1130,0.0023362115,1.8195937,1.8166494,0.560015966075299,0.2517995910660226,0.9243729838932033,ns,0.0005882571009863401
BGENE_544,-0.0020367657,1.7965384,1.7990764,0.5243620144109551,0.2803687768012347,0.9066778347163488,ns,0.0005710455032974637
BGENE_576,0.0038553386,1.5657936,1.5616149,0.7149903992058122,0.14569978980721554,0.9501533544263284,ns,0.0005617220168029047
BGENE_126,-0.028383566,1.4496868,1.4784904,0.9560939293391331,0.0194994393245277,0.9924850477568855,ns,0.0005534636243298334
BGENE_90,0.0028553521,3.0921512,3.0860374,0.6421825883765083,0.1923414737220457,0.9409268694161295,ns,0.0005492026359221254
BGENE_169,-0.02797389,1.7647887,1.7993419,0.9561261010402285,0.019484825951549115,0.9916606060918532,ns,0.0005450663837721847
BGENE_803,-0.0106228255,1.7186531,1.7313546,0.8893866575226906,0.050909390074553085,0.9755612331144686,ns,0.0005408015657267024
BGENE_293,-0.006342021,1.5722214,1.579148,0.830710701119358,0.08055019496734601,0.9706454151345955,ns,0.0005108510133044528
BGENE_440,0.011783636,1.9135672,1.8980013,0.9062903693565705,0.042732634988323005,0.9815419162706539,ns,0.0005035458235055775
BGENE_637,-0.0034863418,1.8826292,1.8871841,0.718554407617512,0.14354034230572366,0.9517276922086251,ns,0.0005004306949096335
BGENE_810,0.002692454,3.7615476,3.754534,0.6572955392796386,0.1822393150386827,0.9412346624529431,ns,0.0004906709779952552
BGENE_616,-0.008162989,2.0472033,2.0588195,0.8726140824455875,0.05917778254899245,0.9749878016151815,ns,0.0004830676046277522
BGENE_800,-0.007105303,2.5001345,2.512478,0.8558482017907052,0.0676032574849326,0.9697996620857849,ns,0.00048034162801015594
BGENE_133,0.0054527116,0.55626965,0.55417114,0.8190886559537169,0.0866690888284794,0.9751055428020439,ns,0.00047258154608670707
BGENE_597,0.0023305453,2.4091783,2.4052896,0.6279244944457067,0.20209257539821707,0.9372007379786669,ns,0.0004709859090361744
BGENE_60,0.0029451184,3.3239682,3.3171895,0.6928537543004065,0.15935842542140266,0.9458754324920225,ns,0.00046932942308040246
